id,year,origin,automatic-transmission,cylinders,displacement,drive,cityMPG,highwayMPG,class-size,guzzler,smog-score
21808,2006,1,0,4,2.0,1,29.2305,43.2307,0,0,7
21808,2006,1,0,4,2.0,1,29.2305,43.2307,0,0,9
21809,2006,1,0,4,2.3,1,24.6,39.9,0,0,1
21809,2006,1,0,4,2.3,1,24.6,39.9,0,0,5
21809,2006,1,0,4,2.3,1,24.6,39.9,0,0,6
21810,2006,3,1,4,1.6,1,31.6,46.6379,0,0,5
21810,2006,3,1,4,1.6,1,31.6,46.6379,0,0,6
21811,2006,3,0,4,1.6,1,35.4,44.9,0,0,5
21811,2006,3,0,4,1.6,1,35.4,44.9,0,0,6
21812,2006,3,0,6,3.5,2,21.6,33.6,0,0,5
21813,2006,3,1,6,3.5,2,20.5549,32.2346,0,0,5
21814,2006,3,1,6,3.5,4,19.3,30.3,0,0,5
21815,2006,3,1,6,3.5,2,20.5549,32.2346,0,0,5
21816,2006,2,1,6,3.0,4,19.8489,30.6948,0,0,5
21816,2006,2,1,6,3.0,4,19.8489,30.6948,0,0,6
21818,2006,3,1,4,1.6,1,32.1991,48.8162,0,0,5
21818,2006,3,1,4,1.6,1,32.1991,48.8162,0,0,6
21819,2006,3,0,4,1.6,1,35.3749,44.6199,0,0,5
21819,2006,3,0,4,1.6,1,35.3749,44.6199,0,0,6
21820,2006,3,0,4,2.0,1,31.1397,45.0794,0,0,5
21820,2006,3,0,4,2.0,1,31.1397,45.0794,0,0,9
21821,2006,3,1,4,2.0,1,28.7269,43.0537,0,0,5
21821,2006,3,1,4,2.0,1,28.7269,43.0537,0,0,9
21822,2006,3,0,4,2.3,1,28.4994,41.3975,0,0,5
21822,2006,3,0,4,2.3,1,28.4994,41.3975,0,0,9
21823,2006,3,1,4,2.3,1,27.6351,39.7825,0,0,5
21823,2006,3,1,4,2.3,1,27.6351,39.7825,0,0,9
21824,2006,2,1,6,2.5,2,23.6,38.0,0,0,3
21824,2006,2,1,6,2.5,2,23.6,38.0,0,0,5
21825,2006,2,0,6,2.5,2,22.8,37.8,0,0,3
21825,2006,2,0,6,2.5,2,22.8,37.8,0,0,5
21827,2006,2,1,6,3.0,4,21.6,33.6,0,0,3
21827,2006,2,1,6,3.0,4,21.6,33.6,0,0,5
21829,2006,2,0,6,3.5,2,22.4,36.5,0,0,3
21829,2006,2,0,6,3.5,2,22.4,36.5,0,0,5
21836,2006,2,1,8,5.0,2,17.3,28.0,0,1,3
21836,2006,2,1,8,5.0,2,17.3,28.0,0,1,5
21838,2006,3,1,4,2.0,1,27.9677,40.1019,0,0,5
21838,2006,3,1,4,2.0,1,27.9677,40.1019,0,0,6
21839,2006,3,0,4,2.0,1,30.0093,43.4907,0,0,5
21839,2006,3,0,4,2.0,1,30.0093,43.4907,0,0,6
21840,2006,3,1,4,2.4,1,24.7359,37.5361,0,0,1
21840,2006,3,1,4,2.4,1,24.7359,37.5361,0,0,2
21842,2006,3,0,4,2.0,4,20.7,31.8,0,0,1
21843,2006,3,0,4,2.0,4,19.8,30.9,0,0,1
21844,2006,3,1,4,1.8,1,30.9921,44.1374,0,0,5
21845,2006,3,0,4,1.8,1,31.0,45.2,0,0,5
21847,2006,3,0,4,2.5,1,25.7,37.8,0,0,1
21848,2006,1,1,4,2.4,1,26.1,43.3,0,0,5
21849,2006,1,1,6,3.5,1,24.6,40.4,0,0,5
21850,2006,1,1,6,3.5,1,23.3,36.6,0,0,5
21851,2006,1,0,6,3.9,1,19.796,36.8617,0,0,2
21852,2006,1,1,6,3.9,1,20.3,32.9,0,0,5
21853,2006,1,1,6,3.5,1,21.5,34.6,0,0,5
21854,2006,1,1,6,3.9,1,20.3,32.9,0,0,5
21855,2006,1,1,8,6.0,2,17.7,26.7,0,1,2
21856,2006,1,0,8,6.0,2,18.3466,32.0,0,0,2
21857,2006,2,0,4,2.0,1,24.6,39.5,0,0,2
21858,2006,2,1,4,2.0,1,24.2,40.2,0,0,2
21861,2006,1,0,4,2.0,1,25.8,37.8,0,0,2
21862,2006,1,1,4,2.2,1,26.6667,41.1,0,0,5
21862,2006,1,1,4,2.2,1,26.6667,41.1,0,0,9
21863,2006,1,0,4,2.2,1,29.1,44.8718,0,0,5
21863,2006,1,0,4,2.2,1,29.1,44.8718,0,0,9
21864,2006,1,1,4,2.4,1,26.6667,41.0256,0,0,5
21865,2006,1,0,4,2.4,1,27.9,43.9,0,0,5
21866,2006,3,0,4,2.5,4,21.6772,33.4229,0,0,2
21867,2006,3,0,4,2.5,4,24.5645,37.3063,0,0,5
21867,2006,3,0,4,2.5,4,24.5645,37.3063,0,0,9
21868,2006,3,1,4,2.5,4,25.4756,38.4033,0,0,5
21868,2006,3,1,4,2.5,4,25.4756,38.4033,0,0,9
21869,2006,3,1,4,2.5,4,21.2071,32.0371,0,0,2
21873,2006,3,1,4,2.0,1,23.9,39.2,0,0,5
21873,2006,3,1,4,2.0,1,23.9,39.2,0,0,6
21874,2006,3,0,4,2.0,1,25.4,39.1,0,0,5
21874,2006,3,0,4,2.0,1,25.4,39.1,0,0,6
21876,2006,3,0,4,2.0,1,25.4,39.1,0,0,5
21876,2006,3,0,4,2.0,1,25.4,39.1,0,0,6
21878,2006,3,1,4,2.4,1,25.9414,42.513,0,0,5
21878,2006,3,1,4,2.4,1,25.9414,42.513,0,0,6
21880,2006,3,1,6,3.3,1,22.4,36.8,0,0,5
21880,2006,3,1,6,3.3,1,22.4,36.8,0,0,6
21881,2006,3,1,4,1.8,1,33.5463,49.0495,0,0,5
21881,2006,3,1,4,1.8,1,33.5463,49.0495,0,0,6
21882,2006,3,0,4,1.8,1,35.7499,52.5496,0,0,5
21882,2006,3,0,4,1.8,1,35.7499,52.5496,0,0,6
21883,2006,3,0,4,1.8,1,28.5,43.1,0,0,1
21884,2006,2,0,4,1.9,1,40.8251,56.4914,0,0,1
21885,2006,2,1,4,1.9,1,36.5,56.8,0,0,1
21886,2006,2,1,4,2.0,1,27.159,38.2798,0,0,5
21887,2006,2,0,4,2.0,1,26.6,40.1,0,0,5
21888,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,5
21888,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,6
21888,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,8
21888,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,9
21889,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,5
21889,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,6
21889,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,8
21889,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,9
21892,2006,2,0,4,1.9,1,39.7,52.4,0,0,1
21893,2006,2,1,4,1.9,1,38.6518,53.7436,0,0,1
21894,2006,2,0,4,2.0,1,26.0221,40.706,0,0,5
21894,2006,2,0,4,2.0,1,26.0221,40.706,0,0,6
21895,2006,2,1,4,2.0,1,27.9852,40.046,0,0,5
21895,2006,2,1,4,2.0,1,27.9852,40.046,0,0,6
21896,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,5
21896,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,6
21896,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,8
21896,2006,2,0,5,2.5,1,24.2789,38.6323,0,0,9
21897,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,5
21897,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,6
21897,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,8
21897,2006,2,1,5,2.5,1,24.0872,38.8392,0,0,9
21898,2006,2,0,5,2.5,4,22.2,36.6,0,0,5
21898,2006,2,0,5,2.5,4,22.2,36.6,0,0,6
21900,2006,2,0,5,2.4,1,24.0,37.5,0,0,5
21900,2006,2,0,5,2.4,1,24.0,37.5,0,0,6
21901,2006,2,1,5,2.4,1,23.9572,37.8839,0,0,5
21901,2006,2,1,5,2.4,1,23.9572,37.8839,0,0,6
21901,2006,2,1,5,2.4,1,23.9572,37.8839,0,0,9
21904,2006,2,1,5,2.5,4,21.7567,34.9111,0,0,5
21904,2006,2,1,5,2.5,4,21.7567,34.9111,0,0,6
21910,2006,2,1,5,2.5,1,23.5,38.6,0,0,5
21910,2006,2,1,5,2.5,1,23.5,38.6,0,0,6
21913,2006,2,1,5,2.5,4,19.5473,32.542,0,0,5
21914,2006,3,1,6,3.5,4,20.3,33.0439,2,0,5
21914,2006,3,1,6,3.5,4,20.3,33.0439,2,0,6
21915,2006,3,0,6,3.2,1,22.5,37.0,2,0,5
21915,2006,3,0,6,3.2,1,22.5,37.0,2,0,6
21916,2006,3,1,6,3.2,1,22.2,36.7,2,0,5
21916,2006,3,1,6,3.2,1,22.2,36.7,2,0,6
21917,2006,2,1,6,3.1,1,22.9993,37.5593,2,0,5
21918,2006,2,1,6,3.1,4,21.2256,34.1827,2,0,1
21918,2006,2,1,6,3.1,4,21.2256,34.1827,2,0,5
21919,2006,2,1,8,4.2,4,19.2,29.8,2,0,1
21923,2006,2,0,6,3.0,2,22.449,38.5592,2,0,5
21923,2006,2,0,6,3.0,2,22.449,38.5592,2,0,6
21924,2006,2,1,6,3.0,2,22.8833,37.5345,2,0,5
21924,2006,2,1,6,3.0,2,22.8833,37.5345,2,0,6
21928,2006,2,1,6,3.0,2,22.8833,37.5345,2,0,5
21928,2006,2,1,6,3.0,2,22.8833,37.5345,2,0,6
21930,2006,2,0,6,3.0,4,21.5799,35.6611,2,0,5
21930,2006,2,0,6,3.0,4,21.5799,35.6611,2,0,6
21931,2006,2,1,6,3.0,4,21.9928,35.0034,2,0,5
21931,2006,2,1,6,3.0,4,21.9928,35.0034,2,0,6
21933,2006,2,1,8,4.8,2,19.2173,31.8429,2,0,5
21933,2006,2,1,8,4.8,2,19.2173,31.8429,2,0,6
21935,2006,2,1,10,5.0,2,13.065,23.6289,2,1,5
21936,2006,1,1,6,3.6,1,21.1,34.6,2,0,2
21937,2006,1,1,6,3.8,1,21.9,38.8,2,0,5
21937,2006,1,1,6,3.8,1,21.9,38.8,2,0,9
21938,2006,1,0,6,2.8,2,19.2,34.5,2,0,5
21939,2006,1,1,6,2.8,2,20.0,34.1,2,0,5
21940,2006,1,0,6,3.6,2,18.5,33.9,2,0,5
21941,2006,1,1,6,3.6,2,19.513,35.2482,2,0,5
21942,2006,1,0,8,6.0,2,17.7778,32.0,2,0,2
21943,2006,1,1,6,3.6,2,19.513,35.2482,2,0,5
21945,2006,1,1,6,3.6,4,18.8868,31.6921,2,0,5
21946,2006,1,1,8,4.6,4,17.9,29.4,2,1,1
21948,2006,1,1,4,2.2,1,26.5,40.8,2,0,5
21949,2006,1,1,6,3.5,1,24.6,40.4,2,0,5
21951,2006,1,1,6,3.9,1,22.2,35.6,2,0,5
21954,2006,1,1,4,2.4,1,24.6,37.9,2,0,1
21954,2006,1,1,4,2.4,1,24.6,37.9,2,0,5
21954,2006,1,1,4,2.4,1,24.6,37.9,2,0,6
21957,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,1
21957,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,5
21957,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,6
21957,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,9
21958,2006,1,0,4,2.3,1,25.5888,39.9294,2,0,1
21958,2006,1,0,4,2.3,1,25.5888,39.9294,2,0,5
21958,2006,1,0,4,2.3,1,25.5888,39.9294,2,0,6
21959,2006,1,1,6,3.0,1,22.9,37.4,2,0,1
21959,2006,1,1,6,3.0,1,22.9,37.4,2,0,2
21960,2006,3,1,4,2.4,1,27.0171,43.492,2,0,5
21960,2006,3,1,4,2.4,1,27.0171,43.492,2,0,8
21960,2006,3,1,4,2.4,1,27.0171,43.492,2,0,9
21961,2006,3,0,4,2.4,1,28.8,43.3,2,0,5
21962,2006,3,1,6,3.0,1,22.667,36.7378,2,0,5
21962,2006,3,1,6,3.0,1,22.667,36.7378,2,0,6
21963,2006,3,0,6,3.0,1,22.8507,38.0009,2,0,5
21963,2006,3,0,6,3.0,1,22.8507,38.0009,2,0,6
21964,2006,3,1,4,2.0,1,27.1,41.3467,2,0,6
21964,2006,3,1,4,2.0,1,27.1,41.3467,2,0,9
21965,2006,3,0,4,2.0,1,29.7459,43.5963,2,0,6
21966,2006,2,1,6,3.0,2,21.1489,35.6494,2,0,5
21966,2006,2,1,6,3.0,2,21.1489,35.6494,2,0,6
21972,2006,3,0,4,2.4,1,25.1,38.4,2,0,1
21974,2006,3,1,4,2.0,1,27.7086,44.0927,2,0,6
21974,2006,3,1,4,2.0,1,27.7086,44.0927,2,0,9
21975,2006,3,0,4,2.0,1,27.4,41.7,2,0,6
21976,2006,3,1,6,3.3,1,22.8,37.8,2,0,5
21976,2006,3,1,6,3.3,1,22.8,37.8,2,0,6
21977,2006,3,1,6,3.0,4,23.401,34.9039,2,0,1
21977,2006,3,1,6,3.0,4,23.401,34.9039,2,0,2
21978,2006,3,1,6,3.0,2,24.1472,38.2494,2,0,1
21978,2006,3,1,6,3.0,2,24.1472,38.2494,2,0,2
21981,2006,1,1,8,3.9,2,19.7,31.7,2,0,2
21982,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,1
21982,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,5
21982,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,6
21982,2006,1,1,4,2.3,1,26.1642,40.6106,2,0,9
21983,2006,1,0,4,2.3,1,25.5888,39.9294,2,0,1
21983,2006,1,0,4,2.3,1,25.5888,39.9294,2,0,5
21983,2006,1,0,4,2.3,1,25.5888,39.9294,2,0,6
21984,2006,1,1,6,3.0,1,22.9,37.4,2,0,1
21984,2006,1,1,6,3.0,1,22.9,37.4,2,0,2
21985,2006,1,1,6,3.0,1,21.9,35.7,2,0,1
21985,2006,1,1,6,3.0,1,21.9,35.7,2,0,2
21986,2006,3,0,4,2.3,1,26.0883,40.447,2,0,5
21987,2006,3,0,4,2.3,4,20.9,32.6,2,0,5
21987,2006,3,0,4,2.3,4,20.9,32.6,2,0,6
21988,2006,3,1,4,2.3,1,26.2317,39.3911,2,0,5
21988,2006,3,1,4,2.3,1,26.2317,39.3911,2,0,9
21989,2006,3,0,6,3.0,1,21.5,34.5,2,0,5
21989,2006,3,0,6,3.0,1,21.5,34.5,2,0,6
21990,2006,3,1,6,3.0,1,21.6744,34.8275,2,0,5
21990,2006,3,1,6,3.0,1,21.6744,34.8275,2,0,6
21991,2006,2,1,6,3.2,2,29.5,47.1,2,0,1
21992,2006,2,1,6,3.5,2,21.2,34.7,2,0,3
21992,2006,2,1,6,3.5,2,21.2,34.7,2,0,5
21994,2006,2,1,8,5.0,2,18.7,31.7,2,0,3
21994,2006,2,1,8,5.0,2,18.7,31.7,2,0,5
21995,2006,2,1,8,5.0,4,17.8,26.1,2,1,3
21995,2006,2,1,8,5.0,4,17.8,26.1,2,1,5
21997,2006,3,1,4,2.4,1,25.3582,38.1162,2,0,5
21997,2006,3,1,4,2.4,1,25.3582,38.1162,2,0,9
21999,2006,3,1,4,2.5,1,26.0264,37.6274,2,0,5
21999,2006,3,1,4,2.5,1,26.0264,37.6274,2,0,9
22000,2006,3,0,4,2.5,1,26.6,40.2,2,0,5
22000,2006,3,0,4,2.5,1,26.6,40.2,2,0,9
22003,2006,3,1,6,3.5,1,22.2341,37.1485,2,0,5
22005,2006,3,1,6,3.5,1,22.2,36.5,2,0,5
22005,2006,3,1,6,3.5,1,22.2,36.5,2,0,6
22006,2006,1,1,6,3.8,1,20.7,36.3,2,0,2
22007,2006,1,1,6,3.8,1,22.2,38.9,2,0,5
22007,2006,1,1,6,3.8,1,22.2,38.9,2,0,9
22009,2006,1,1,8,5.3,1,20.2685,35.0629,2,0,2
22012,2006,3,1,4,2.4,1,26.8983,43.4359,2,0,5
22012,2006,3,1,4,2.4,1,26.8983,43.4359,2,0,6
22012,2006,3,1,4,2.4,1,26.8983,43.4359,2,0,9
22013,2006,3,0,4,2.4,1,26.6,42.5,2,0,5
22013,2006,3,0,4,2.4,1,26.6,42.5,2,0,6
22016,2006,3,1,4,1.5,1,66.6,64.8,2,0,7
22016,2006,3,1,4,1.5,1,66.6,64.8,2,0,9
22017,2006,2,0,4,2.0,1,26.1,41.1,2,0,5
22017,2006,2,0,4,2.0,1,26.1,41.1,2,0,6
22018,2006,2,1,4,2.0,1,24.3,39.2,2,0,5
22018,2006,2,1,4,2.0,1,24.3,39.2,2,0,6
22019,2006,2,1,6,3.6,1,21.2,36.0,2,0,5
22020,2006,2,1,6,3.6,4,20.4,33.5,2,0,5
22021,2006,2,1,5,2.5,4,21.7567,34.9111,2,0,5
22021,2006,2,1,5,2.5,4,21.7567,34.9111,2,0,6
22030,2006,1,1,6,3.8,1,21.1111,35.8974,0,0,5
22033,2006,1,1,8,4.6,1,19.0,31.7,0,0,5
22033,2006,1,1,8,4.6,1,19.0,31.7,0,0,6
22034,2006,1,1,8,4.6,1,19.0,30.7692,0,0,5
22034,2006,1,1,8,4.6,1,19.0,30.7692,0,0,6
22037,2006,1,1,6,3.9,1,21.6,35.1,0,0,5
22038,2006,1,1,8,5.3,1,20.0,36.5,0,0,2
22039,2006,1,1,6,3.5,1,24.6,38.4615,0,0,5
22040,2006,1,1,6,3.9,1,20.3,32.9,0,0,5
22042,2006,1,1,8,5.7,4,19.2,30.6,0,0,5
22043,2006,1,1,6,2.7,2,23.1,35.8989,0,0,1
22043,2006,1,1,6,2.7,2,23.1,35.8989,0,0,2
22043,2006,1,1,6,2.7,2,23.1,35.8989,0,0,5
22044,2006,1,1,6,3.5,2,21.5,34.2,0,0,2
22045,2006,1,1,6,3.5,2,20.9,34.1,0,0,2
22047,2006,1,1,8,6.1,2,15.8,25.3,0,1,2
22048,2006,1,1,6,2.7,2,23.1,35.8989,0,0,1
22048,2006,1,1,6,2.7,2,23.1,35.8989,0,0,2
22048,2006,1,1,6,2.7,2,23.1,35.8989,0,0,5
22049,2006,1,1,6,3.5,2,20.9,34.1,0,0,1
22049,2006,1,1,6,3.5,2,20.9,34.1,0,0,2
22049,2006,1,1,6,3.5,2,20.9,34.1,0,0,5
22050,2006,1,1,8,5.7,2,18.8,31.5,0,0,5
22051,2006,1,1,8,6.10,2,15.8,25.3,0,1,2
22053,2006,1,1,6,3.0,4,21.1499,32.6972,0,0,1
22053,2006,1,1,6,3.0,4,21.1499,32.6972,0,0,5
22054,2006,1,1,6,3.0,1,22.0,35.2,0,0,1
22054,2006,1,1,6,3.0,1,22.0,35.2,0,0,5
22055,2006,1,1,6,3.0,1,23.4,37.0,0,0,1
22055,2006,1,1,6,3.0,1,23.4,37.0,0,0,5
22056,2006,1,1,6,3.0,1,22.1,34.6,0,0,1
22056,2006,1,1,6,3.0,1,22.1,34.6,0,0,5
22057,2006,3,1,6,3.8,1,21.4,35.6,0,0,5
22057,2006,3,1,6,3.8,1,21.4,35.6,0,0,6
22058,2006,3,1,4,2.4,1,26.5,42.8,0,0,5
22058,2006,3,1,4,2.4,1,26.5,42.8,0,0,6
22059,2006,3,0,4,2.4,1,27.1,43.7,0,0,5
22059,2006,3,0,4,2.4,1,27.1,43.7,0,0,6
22060,2006,3,1,6,3.3,1,22.7,38.2,0,0,5
22060,2006,3,1,6,3.3,1,22.7,38.2,0,0,6
22061,2006,3,1,6,3.5,2,19.7649,32.0297,0,0,5
22062,2006,3,1,6,3.5,4,19.4,30.4,0,0,5
22063,2006,3,1,8,4.5,2,19.4078,29.5582,0,0,5
22066,2006,2,1,8,4.2,2,20.3499,34.4482,0,0,5
22066,2006,2,1,8,4.2,2,20.3499,34.4482,0,0,6
22069,2006,3,1,6,3.5,1,18.8,31.9,0,0,1
22070,2006,3,1,8,4.3,2,20.4891,32.6069,0,0,1
22070,2006,3,1,8,4.3,2,20.4891,32.6069,0,0,2
22071,2006,1,1,8,4.6,2,18.6874,32.4129,0,0,1
22071,2006,1,1,8,4.6,2,18.6874,32.4129,0,0,5
22075,2006,1,1,8,4.6,2,18.6874,32.4129,0,0,1
22075,2006,1,1,8,4.6,2,18.6874,32.4129,0,0,3
22075,2006,1,1,8,4.6,2,18.6874,32.4129,0,0,5
22080,2006,2,1,8,4.3,2,19.4,33.5,0,0,3
22080,2006,2,1,8,4.3,2,19.4,33.5,0,0,5
22082,2006,2,1,8,5.0,2,17.8,30.5,0,1,3
22082,2006,2,1,8,5.0,2,17.8,30.5,0,1,5
22087,2006,3,1,6,3.5,1,24.6979,39.4123,0,0,5
22087,2006,3,1,6,3.5,1,24.6979,39.4123,0,0,6
22090,2006,2,0,4,2.0,1,26.0221,40.706,2,0,5
22090,2006,2,0,4,2.0,1,26.0221,40.706,2,0,6
22091,2006,2,1,4,2.0,1,27.9852,40.046,2,0,5
22091,2006,2,1,4,2.0,1,27.9852,40.046,2,0,6
22092,2006,2,0,4,2.0,4,24.6,39.4,2,0,5
22092,2006,2,0,4,2.0,4,24.6,39.4,2,0,6
22095,2006,2,1,6,3.1,4,21.2256,34.1827,2,0,1
22095,2006,2,1,6,3.1,4,21.2256,34.1827,2,0,5
22098,2006,2,0,6,3.0,4,21.5799,35.6611,2,0,5
22098,2006,2,0,6,3.0,4,21.5799,35.6611,2,0,6
22099,2006,2,1,6,3.0,4,21.9928,35.0034,2,0,5
22099,2006,2,1,6,3.0,4,21.9928,35.0034,2,0,6
22102,2006,1,1,4,1.8,1,31.7,43.8,2,0,5
22102,2006,1,1,4,1.8,1,31.7,43.8,2,0,6
22103,2006,1,1,4,1.8,4,28.4,40.3,2,0,1
22104,2006,1,0,4,1.8,1,33.5,46.6,2,0,5
22104,2006,1,0,4,1.8,1,33.5,46.6,2,0,6
22105,2006,1,0,4,1.8,1,28.3,41.1,2,0,1
22109,2006,2,0,4,2.5,4,24.4,36.8,2,0,5
22110,2006,2,0,4,2.0,1,24.6,39.5,2,0,2
22111,2006,2,1,4,2.0,1,24.2,40.2,2,0,2
22114,2006,3,1,4,2.5,4,23.0983,32.8209,2,0,5
22115,2006,3,1,4,2.5,4,25.1393,35.5232,2,0,5
22116,2006,3,0,4,2.5,4,21.6772,33.4229,2,0,5
22117,2006,3,0,4,2.5,4,24.5645,37.3063,2,0,5
22119,2006,3,0,4,2.3,1,27.8,39.6258,2,0,2
22120,2006,3,1,4,2.3,4,26.3996,36.6494,2,0,2
22123,2006,3,1,4,1.8,1,31.6157,43.6949,2,0,5
22123,2006,3,1,4,1.8,1,31.6157,43.6949,2,0,6
22124,2006,3,1,4,1.8,4,28.4,40.3,2,0,1
22125,2006,3,0,4,1.8,1,33.3677,46.4763,2,0,5
22125,2006,3,0,4,1.8,1,33.3677,46.4763,2,0,6
22127,2006,1,1,4,1.5,1,33.0,43.3,2,0,1
22128,2006,1,0,4,1.5,1,33.4,42.8,2,0,1
22129,2006,2,0,5,2.5,4,21.3,33.8,2,0,5
22129,2006,2,0,5,2.5,4,21.3,33.8,2,0,6
22137,2006,2,1,6,3.0,4,21.9928,35.0034,3,0,5
22137,2006,2,1,6,3.0,4,21.9928,35.0034,3,0,6
22138,2006,1,1,4,2.0,1,28.5529,40.7385,3,0,1
22138,2006,1,1,4,2.0,1,28.5529,40.7385,3,0,6
22138,2006,1,1,4,2.0,1,28.5529,40.7385,3,0,7
22138,2006,1,1,4,2.0,1,28.5529,40.7385,3,0,9
22140,2006,3,0,4,2.3,1,24.4444,34.8,3,0,5
22141,2006,3,1,4,2.3,1,23.5,33.5,3,0,5
22143,2006,3,1,6,3.0,1,21.6744,34.8275,3,0,5
22143,2006,3,1,6,3.0,1,21.6744,34.8275,3,0,6
22145,2006,2,1,6,3.5,4,19.8,30.2,3,0,3
22145,2006,2,1,6,3.5,4,19.8,30.2,3,0,5
22150,2006,3,1,4,2.5,4,25.4756,38.4033,3,0,5
22150,2006,3,1,4,2.5,4,25.4756,38.4033,3,0,9
22152,2006,2,1,5,2.5,4,21.7567,34.9111,3,0,5
22152,2006,2,1,5,2.5,4,21.7567,34.9111,3,0,6
22154,2006,2,1,5,2.4,1,22.7821,36.2831,3,0,5
22154,2006,2,1,5,2.4,1,22.7821,36.2831,3,0,6
22154,2006,2,1,5,2.4,1,22.7821,36.2831,3,0,9
22155,2006,2,0,5,2.4,1,24.0,37.5,3,0,5
22155,2006,2,0,5,2.4,1,24.0,37.5,3,0,6
22160,2006,2,1,5,2.5,4,19.5473,32.542,3,0,5
22161,2006,1,1,8,5.3,2,19.8,26.5,3,0,2
22162,2006,1,1,6,4.3,2,17.9466,26.7887,3,0,1
22163,2006,1,0,6,4.3,2,17.8,27.7,3,0,1
22164,2006,1,1,8,4.8,2,18.3,26.8173,3,0,2
22166,2006,1,1,8,5.3,2,17.6849,26.041,3,0,2
22168,2006,1,1,4,2.8,2,18.9998,30.0405,3,0,5
22169,2006,1,0,4,2.8,2,22.4,34.9224,3,0,5
22170,2006,1,1,5,3.5,2,20.9,31.0773,3,0,1
22173,2006,1,1,4,2.8,2,18.8,30.0,3,0,5
22175,2006,1,1,5,3.5,2,20.9,30.8,3,0,1
22176,2006,1,1,8,6.0,2,16.7,24.359,3,0,2
22178,2006,1,1,6,3.7,2,18.1,28.1,3,0,1
22180,2006,1,1,8,4.7,2,16.7,25.5,3,0,1
22182,2006,1,1,6,3.7,2,17.7,26.9,3,0,1
22183,2006,1,0,6,3.7,2,17.7778,27.1737,3,0,1
22184,2006,1,1,8,4.7,2,15.3966,23.8978,3,0,1
22186,2006,1,1,8,5.7,2,16.3,24.359,3,0,2
22189,2006,1,1,6,4.2,2,17.2884,25.7168,3,0,1
22189,2006,1,1,6,4.2,2,17.2884,25.7168,3,0,2
22190,2006,1,0,6,4.2,2,17.1,26.0,3,0,1
22190,2006,1,0,6,4.2,2,17.1,26.0,3,0,2
22191,2006,1,1,8,4.6,2,16.2323,23.9353,3,0,1
22191,2006,1,1,8,4.6,2,16.2323,23.9353,3,0,2
22192,2006,1,1,8,5.4,2,16.059,24.2923,3,0,1
22192,2006,1,1,8,5.4,2,16.059,24.2923,3,0,2
22193,2006,1,1,4,2.3,2,23.5,33.8,3,0,1
22193,2006,1,1,4,2.3,2,23.5,33.8,3,0,2
22194,2006,1,0,4,2.3,2,26.1336,37.2769,3,0,1
22194,2006,1,0,4,2.3,2,26.1336,37.2769,3,0,2
22196,2006,1,0,6,3.0,2,20.1118,29.609,3,0,1
22196,2006,1,0,6,3.0,2,20.1118,29.609,3,0,2
22197,2006,1,1,6,4.0,2,18.3699,27.882,3,0,1
22197,2006,1,1,6,4.0,2,18.3699,27.882,3,0,5
22200,2006,1,1,6,4.3,2,18.3,27.4,3,0,1
22202,2006,1,1,8,4.8,2,18.3,26.8426,3,0,2
22204,2006,1,1,8,5.3,2,17.9447,25.641,3,0,2
22207,2006,1,0,4,2.8,2,22.4,34.7677,3,0,5
22211,2006,1,1,4,2.8,2,18.8,30.0,3,0,5
22212,2006,1,0,4,2.8,2,22.4,35.2,3,0,5
22213,2006,1,1,5,3.5,2,20.9,30.8,3,0,1
22214,2006,3,1,4,2.8,2,18.8,30.0,3,0,5
22216,2006,1,1,8,5.4,2,16.1498,24.3499,3,0,1
22216,2006,1,1,8,5.4,2,16.1498,24.3499,3,0,2
22218,2006,3,0,4,2.3,2,26.1336,37.2769,3,0,1
22218,2006,3,0,4,2.3,2,26.1336,37.2769,3,0,2
22223,2006,3,1,6,3.7,2,18.1,28.1,3,0,1
22225,2006,3,1,8,4.7,2,16.7579,25.6731,3,0,1
22227,2006,3,1,4,2.5,2,20.8,30.2,3,0,5
22227,2006,3,1,4,2.5,2,20.8,30.2,3,0,6
22228,2006,3,0,4,2.5,2,24.5,31.8,3,0,5
22228,2006,3,0,4,2.5,2,24.5,31.8,3,0,6
22229,2006,3,1,6,4.0,2,17.5451,26.2621,3,0,5
