logPowerJan11,logPowerFeb11,logPowerMar11,logPowerApr11,logPowerMay11,logPowerJun11,logPowerJul11,logPowerAug11,logPowerSep11,logPowerOct11,logPowerNov11,logPowerDec11,TempJan11,TempFeb11,TempMar11,TempApr11,TempMay11,TempJun11,TempJul11,TempAug11,TempSep11,TempOct11,TempNov11,TempDec11,Longitude,Latitude,logSqMeters,logAvgIncome,AvgYearBuilt,ResidentialCustomers,CommercialCustomers,PercentMXR,PercentMFR,PercentCOM,PercentIND,PercentNA,PercentOTH,PercentSFR
2.618,2.5682,2.574,2.534,2.5453,2.5315,2.567,2.5763,2.5478,2.5502,2.5855,2.6149,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2631,33.9662,5.0941,4.6208,1939,89,11,33,33,3,3,12,0,15
2.5944,2.5119,2.5551,2.4843,2.5185,2.5092,2.5599,2.5514,2.5441,2.5276,2.5185,2.5635,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2871,33.9479,5.2763,4.57,1969,92,7,33,45,3,0,18,0,3
2.7627,2.6928,2.7443,2.683,2.7093,2.7126,2.7332,2.7664,2.7443,2.7135,2.7033,2.7528,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2759,34.1012,5.4182,5.2329,1941,91,10,36,8,2,0,16,0,38
3.3901,3.3341,3.3854,3.3614,3.3619,3.3502,3.4247,3.426,3.4103,3.3815,3.3487,3.3724,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.278,34.1016,5.5672,5.0529,1945,95,6,20,32,0,0,3,0,45
2.6972,2.6243,2.6609,2.6064,2.6284,2.6042,2.6474,2.659,2.6365,2.6274,2.6532,2.6955,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2763,34.0949,5.3879,4.9155,1943,91,9,35,25,6,1,6,1,26
2.3404,2.3483,2.3284,2.3522,2.3139,2.3674,2.6274,2.6503,2.6243,2.6395,2.6263,2.6702,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2781,34.0763,5.3564,4.7194,1949,89,11,38,32,7,4,7,4,9
2.1239,2.1703,2.1173,2.1644,2.1038,2.1644,2.5611,2.5809,2.5539,2.5798,2.5729,2.6075,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2766,34.0825,5.3394,4.7473,1945,83,12,33,49,4,0,4,0,10
1.8513,1.8751,1.8513,1.8751,1.8195,1.8751,2.4609,2.4771,2.4548,2.4786,2.4942,2.5328,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2707,34.0784,5.072,4.6238,1939,90,11,41,43,5,0,0,0,11
2.2742,2.2878,2.2695,2.2989,2.2455,2.3181,2.6365,2.6637,2.6415,2.6609,2.6425,2.6776,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2824,34.0898,5.4637,4.7062,1939,87,14,27,56,5,0,5,0,7
2.3464,2.3464,2.3579,2.4031,2.4048,2.4362,2.6637,2.699,2.7202,2.7251,2.6998,2.7243,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2781,34.0877,5.2033,4.9092,1939,85,14,31,47,6,0,2,0,14
2.3692,2.3522,2.3424,2.3284,2.3032,2.3222,2.5391,2.5502,2.5302,2.5514,2.5366,2.5514,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2833,34.0805,5.1818,4.7352,1954,90,10,31,54,4,0,8,0,2
2.5694,2.5159,2.5276,2.4997,2.4997,2.4886,2.5453,2.5527,2.5159,2.5328,2.5575,2.5717,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2519,34.0847,5.4441,4.7864,1948,94,7,41,28,2,0,17,0,13
2.7619,2.7126,2.7528,2.7042,2.7474,2.7543,2.7404,2.7419,2.7372,2.7513,2.7388,2.7574,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2087,34.0761,5.0188,4.6799,1964,88,11,37,42,5,0,2,0,14
2.6493,2.5809,2.6149,2.5843,2.618,2.6149,2.6274,2.6385,2.6232,2.6085,2.6107,2.6253,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2128,34.077,5.4635,4.6171,1956,90,10,13,59,11,1,13,1,1
2.9186,2.8494,2.891,2.8814,2.8871,2.8762,2.8768,2.8882,2.8808,2.8751,2.8814,2.9004,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2787,33.9616,5.2254,4.5772,1959,76,23,28,36,11,0,22,0,3
2.6493,2.5977,2.6191,2.5944,2.6053,2.5966,2.5694,2.5763,2.5428,2.5694,2.6107,2.6405,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2626,33.9642,5.0864,4.5358,1939,89,10,38,38,3,0,9,3,9
2.8567,2.8241,2.8351,2.8048,2.8299,2.8241,2.8325,2.8306,2.828,2.8189,2.8235,2.8494,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2841,33.9464,5.3012,4.6223,1951,91,10,33,28,5,0,18,0,18
2.7308,2.6712,2.6893,2.6117,2.6395,2.6365,2.6335,2.6191,2.6053,2.6031,2.617,2.6972,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.282,33.9436,5.3956,4.6011,1949,92,8,42,20,9,0,16,0,13
2.6599,2.5955,2.6304,2.5763,2.6042,2.6021,2.6222,2.6138,2.6064,2.5922,2.6201,2.6665,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2755,33.9291,5.5211,4.5772,1988,90,10,28,30,2,6,17,0,17
2.791,2.7267,2.7543,2.6946,2.7135,2.7016,2.7193,2.7356,2.7388,2.7443,2.7419,2.781,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2578,33.929,5.6088,4.6683,1958,95,4,24,12,4,0,10,2,49
2.9165,2.8543,2.8987,2.8745,2.8854,2.8848,2.9279,2.9154,2.9015,2.8887,2.8998,2.9284,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.256,33.925,5.4127,4.68,1946,93,7,2,20,9,0,9,0,60
2.6212,2.5328,2.5752,2.525,2.5587,2.5527,2.5832,2.5877,2.5775,2.5798,2.6085,2.6628,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2614,33.9256,5.3169,4.6866,1948,94,6,21,24,0,0,5,3,47
2.8603,2.8014,2.8549,2.8457,2.8751,2.8657,2.7917,2.7945,2.7782,2.798,2.8293,2.8537,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2768,33.9399,5.3442,4.6573,1959,88,11,30,30,0,0,25,0,15
2.7767,2.7193,2.7543,2.7042,2.7412,2.7308,2.5922,2.5694,2.6201,2.7308,2.7459,2.7882,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2844,33.9296,5.4549,4.5734,1959,89,10,18,49,8,0,5,0,21
2.6551,2.5775,2.6128,2.5658,2.5911,2.5809,2.5977,2.567,2.5694,2.5899,2.6107,2.6812,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2864,33.9374,5.0847,4.6685,1942,97,4,39,26,4,0,9,0,22
3.2758,3.2256,3.3028,3.3015,3.2874,3.2625,3.2049,3.2433,3.2835,3.2658,3.2358,3.2274,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.4505,34.1176,6.62,5.3121,1974,4,93,5,1,1,0,1,0,93
3.6741,3.6257,3.6772,3.6802,3.7,3.641,3.65,3.6119,3.6076,3.6432,3.5473,3.7004,60.08,53.24,58.1,60.44,61.16,62.96,71.6,74.3,71.6,69.08,59.36,49.64,-118.5589,34.0441,6.2927,5.432,1964,0,100,1,2,1,0,2,2,90
3.8697,3.8298,3.8374,3.8046,3.841,3.8458,3.8547,3.8362,3.8317,3.8528,3.8483,3.7883,60.44,53.96,57.56,60.44,60.62,62.24,68.72,70.34,68.9,66.92,59.72,57.56,-118.5054,34.0436,6.2617,5.5761,1954,0,97,0,0,0,0,4,0,96
4.2034,4.1692,4.1644,4.1938,4.2068,4.213,4.1768,4.2125,4.1423,4.088,4.0214,4.0493,61.52,55.94,59.36,63.32,62.78,64.22,68.9,69.26,68.54,67.46,61.88,57.92,-118.4026,34.052,5.9857,5.1363,1967,0,100,2,24,5,0,3,3,64
2.5328,2.4955,2.5682,2.5635,2.5855,2.4914,3.2057,3.2744,3.2591,3.155,3.1139,3.07,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6443,34.1655,6.2094,5.1631,1966,99,1,0,0,0,0,1,0,99
2.6474,2.616,2.6656,2.6561,2.6618,2.5866,2.6294,2.5988,2.6138,2.6464,2.6503,2.699,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2916,33.9275,5.6797,4.5909,1958,78,22,0,0,0,0,0,0,0
2.8457,2.8109,2.842,2.7924,2.7818,2.7789,2.7419,2.7774,2.7597,2.7642,2.7672,2.8248,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.258,34.0836,5.5266,4.8467,1939,90,10,47,22,2,3,13,0,14
3.0366,3.0124,3.0422,3.055,3.0596,3.0704,3.0678,3.0806,3.0314,3.0249,3.0004,3.0124,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2093,34.0652,5.2854,4.5469,1941,73,26,35,14,8,3,38,0,3
2.5717,2.5224,2.5198,2.5159,2.4886,2.5038,2.5623,2.5866,2.5263,2.5623,2.5527,2.5694,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.252,34.0711,5.3408,4.8084,1939,85,15,28,42,12,0,7,0,12
1.2788,1.3222,1.3222,1.3979,1.2788,1.3617,2.5237,2.5237,2.4928,2.5237,2.5453,2.5611,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2566,34.0721,5.1406,4.7759,1939,96,4,42,45,0,0,0,0,13
2.7348,2.658,2.7152,2.716,2.7292,2.7474,2.837,2.7987,2.7796,2.7694,2.7152,2.7076,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2408,34.0685,5.4565,4.6946,1984,92,7,15,65,0,0,0,4,15
2.525,2.4742,2.4814,2.4472,2.4281,2.4183,2.4871,2.5198,2.4624,2.4654,2.49,2.5079,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2493,34.0699,5.4363,4.6272,1949,88,12,21,68,2,0,3,2,3
2.9633,2.9154,2.9595,2.936,2.9722,2.9562,2.9863,3.0484,3.0488,3.0111,2.9699,2.9576,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1971,34.0794,5.7943,4.5783,1951,93,7,35,8,1,1,7,0,48
1.7243,1.699,1.7243,1.7924,1.6812,1.7853,2.4742,2.4886,2.4487,2.4914,2.5065,2.5366,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2587,34.0722,5.4365,4.8406,1939,93,8,41,45,0,0,10,0,3
2.7774,2.7251,2.7388,2.7024,2.7093,2.7042,2.7042,2.7042,2.6972,2.699,2.7033,2.7193,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2558,34.0824,5.4462,4.728,1939,86,13,41,28,10,0,12,0,9
2.5899,2.5315,2.5403,2.5079,2.4928,2.4728,2.5453,2.5575,2.5119,2.5224,2.5786,2.5988,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2309,34.0896,5.29,4.6528,1948,96,4,53,42,0,0,0,0,5
2.6395,2.5877,2.5899,2.5539,2.5465,2.5224,2.5717,2.5809,2.5276,2.5302,2.5999,2.6222,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2354,34.0896,5.5442,4.672,1948,95,5,44,22,1,3,4,1,24
2.7202,2.6712,2.6893,2.6599,2.6503,2.6335,2.6609,2.6794,2.6551,2.6609,2.7042,2.7243,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2542,34.0917,5.6425,4.9075,1939,94,6,49,8,1,0,3,0,39
2.5416,2.4786,2.5119,2.5315,2.5198,2.5647,2.7101,2.7839,2.7612,2.776,2.7466,2.7767,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2666,34.0772,5.2719,4.5799,1939,83,17,35,43,7,0,11,0,4
2.7657,2.734,2.7924,2.8028,2.7574,2.7945,2.8312,2.8062,2.8055,2.8116,2.7388,2.8089,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2695,34.0727,5.2746,4.548,1945,86,15,8,67,8,2,4,2,10
2.8669,2.8312,2.8513,2.842,2.8965,2.882,2.8573,2.8325,2.8585,2.8645,2.8519,2.837,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2848,33.9505,5.5226,4.7325,1954,89,10,25,42,3,2,17,2,10
2.6848,2.6325,2.6637,2.5775,2.5999,2.5866,2.616,2.6085,2.6021,2.617,2.6314,2.699,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2895,33.9403,5.2963,4.5678,1943,97,3,32,12,0,0,12,6,38
2.7024,2.6435,2.673,2.6444,2.6684,2.6646,2.6375,2.6684,2.6561,2.6599,2.6972,2.7185,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1771,34.0735,5.7327,4.8163,1955,90,10,14,10,0,0,7,0,69
2.7324,2.6821,2.7118,2.6794,2.7042,2.692,2.721,2.7497,2.6998,2.6911,2.7016,2.7118,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.165,34.0799,5.4324,4.8357,1955,91,9,17,21,6,0,4,0,52
3.821,3.7941,3.841,3.8193,3.8363,3.7259,3.7927,3.8789,3.8632,3.8673,3.8303,3.8255,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1676,34.0756,5.7813,4.8615,1955,47,53,10,6,2,17,23,0,42
2.658,2.5798,2.6042,2.5635,2.5855,2.5888,2.6513,2.6712,2.6107,2.5933,2.6395,2.6758,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1732,34.0766,5.2806,4.6195,1956,91,10,16,19,0,0,9,2,53
2.6405,2.5922,2.6294,2.5966,2.618,2.6435,2.7101,2.7332,2.6646,2.6355,2.6375,2.6712,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1643,34.0726,5.3711,4.8008,1981,85,15,10,8,4,1,5,0,72
2.1523,2.1732,2.1367,2.1761,2.1584,2.1987,2.5172,2.534,2.5172,2.5539,2.5465,2.5729,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2208,34.0505,5.1167,4.5832,1943,87,14,29,46,0,0,15,2,7
3.1827,3.1535,3.197,3.1886,3.2164,3.2106,3.1679,3.2111,3.257,3.245,3.2418,3.256,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2261,34.0451,5.5641,4.5441,2001,64,37,5,5,0,64,27,0,0
2.749,2.7348,2.7093,2.7292,2.7243,2.7404,2.7566,2.7723,2.7924,2.8248,2.8182,2.8519,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2204,34.0453,5.317,4.471,1958,84,16,19,44,0,0,28,5,5
2.6981,2.6628,2.6893,2.683,2.6911,2.6749,2.6646,2.6513,2.6365,2.658,2.6222,2.6263,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2563,34.0656,5.3541,4.5915,1982,90,8,30,41,11,0,13,0,5
2.73,2.7427,2.7642,2.7657,2.7528,2.7259,2.8109,2.781,2.7716,2.7694,2.7782,2.7782,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2578,34.0632,4.9789,4.6906,1939,84,15,25,46,4,0,8,0,17
2.7443,2.6937,2.721,2.6998,2.6911,2.6803,2.6785,2.659,2.6304,2.6656,2.6435,2.673,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.262,34.064,5.1264,4.838,1950,77,22,25,39,6,0,22,3,6
2.6355,2.5775,2.5944,2.5855,2.5798,2.5855,2.6493,2.6405,2.6138,2.6294,2.6021,2.6096,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2621,34.0668,5.0412,4.8582,1958,78,23,28,47,5,2,12,2,5
2.6964,2.6618,2.6902,2.6712,2.6675,2.6758,2.5888,2.7076,2.6928,2.601,2.6561,2.6866,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2675,34.0633,5.034,4.616,1971,95,6,24,60,4,0,12,0,0
2.8488,2.7959,2.8382,2.8195,2.8376,2.8149,2.8745,2.8319,2.8267,2.8494,2.8357,2.8331,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2658,34.0671,5.1954,4.6414,1947,80,18,21,49,4,2,19,4,2
3.7973,3.7591,3.8231,3.8104,3.7836,3.8065,3.873,3.8365,3.8442,3.8414,3.7745,3.7805,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2742,34.0649,5.0957,4.4116,1951,86,14,15,69,8,0,3,5,0
3.3377,3.3012,3.344,3.3406,3.3365,3.3738,3.2019,3.3081,3.3504,3.3176,3.2916,3.3214,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2756,34.0614,5.381,4.4469,1966,78,21,4,52,35,0,4,4,0
3.1498,3.0708,3.1235,3.1011,3.1316,3.086,3.1335,3.148,3.1014,3.0888,3.0693,3.0803,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2803,34.0604,4.9687,4.6382,1939,80,20,4,40,44,0,8,4,0
3.2876,3.2353,3.2969,3.2769,3.312,3.2986,3.3174,3.3049,3.312,3.2817,3.2697,3.2536,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2483,34.0303,6.3176,4.8144,1939,11,87,0,1,25,38,35,0,2
2.5647,2.5172,2.5403,2.5065,2.4928,2.4928,2.5024,2.5211,2.5011,2.5328,2.5119,2.574,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2856,33.9844,5.2839,4.5211,1944,94,6,40,25,2,0,25,2,6
2.616,2.5416,2.6096,2.5453,2.5237,2.5051,2.5514,2.5694,2.5899,2.5988,2.5832,2.6232,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2884,33.9505,5.2342,4.5931,1950,94,7,26,43,5,0,17,5,5
2.6609,2.6212,2.6415,2.6294,2.601,2.6294,2.659,2.659,2.6335,2.6675,2.6294,2.6637,57.38,51.98,57.74,61.88,61.34,65.12,61.52,68.54,66.92,64.94,59.9,54.32,-118.3832,34.0442,5.1321,4.8284,1957,85,14,6,63,6,0,2,0,23
2.8675,2.8363,2.8142,2.8591,2.8129,2.8287,2.7903,2.85,2.7903,2.8463,2.8136,2.8876,57.38,51.98,57.74,61.88,61.34,65.12,61.52,68.54,66.92,64.94,59.9,54.32,-118.3995,34.0282,5.1858,4.8612,1969,0,100,4,60,0,0,1,1,34
3.5392,3.5396,3.5994,3.5756,3.6281,3.5591,3.5024,3.5456,3.6452,3.6646,3.6649,3.7085,57.38,51.98,57.74,61.88,61.34,65.12,61.52,68.54,66.92,64.94,59.9,54.32,-118.4029,33.9997,5.5439,4.9621,1958,0,95,17,20,5,0,5,2,52
2.673,2.5877,2.6314,2.5763,2.601,2.5821,2.6031,2.5944,2.5843,2.5832,2.601,2.6646,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2881,33.8917,5.7939,4.7256,1956,92,7,10,12,4,4,4,0,66
3.3992,3.3817,3.4156,3.3941,3.4082,3.4026,3.4186,3.3886,3.3851,3.4043,3.3929,3.4193,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2899,33.8671,6.2145,4.7802,1955,67,34,0,3,12,29,6,2,48
3.9644,3.9247,3.9569,3.9573,3.9487,3.96,4.0157,3.9838,3.9762,3.9922,3.944,3.9253,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2969,33.8514,6.5155,4.6286,1964,64,36,5,31,15,37,7,3,3
2.9149,2.8932,2.9533,2.8615,2.8549,2.8573,2.699,2.7024,2.699,2.7396,2.7443,2.7709,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.28,33.7859,5.7412,4.7113,1960,88,12,17,13,12,0,8,0,50
3.5958,3.5569,3.6151,3.5949,3.6478,3.5819,3.5506,3.596,3.5921,3.5641,3.5577,3.6131,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4929,34.2116,6.5275,0,1973,27,72,0,3,13,51,30,3,0
3.2365,3.1847,3.237,3.2317,3.276,3.2497,3.2929,3.2993,3.2711,3.2463,3.218,3.233,56.66,52.7,58.46,63.14,63.68,67.1,74.48,76.1,73.4,67.82,57.74,53.24,-118.3105,34.1362,7.3278,5.003,1976,85,15,4,0,0,4,11,5,77
4.2799,4.3051,4.3523,4.324,4.299,4.277,4.2838,4.2944,4.2961,4.3006,4.2735,4.2992,59.18,55.76,59,62.6,63.5,65.66,70.16,69.8,69.08,66.56,61.7,56.12,-118.2976,33.7778,6.7402,4.6232,1973,0,100,0,0,3,2,5,3,88
2.9269,2.8774,2.9036,2.9025,2.9031,2.933,2.891,2.9232,3.0048,2.9238,2.8976,2.9284,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3092,34.0998,5.2104,4.5725,1984,87,13,4,73,16,0,7,0,0
2.6721,2.6149,2.6776,2.6191,2.6628,2.6513,2.7348,2.7634,2.6902,2.6785,2.7076,2.6325,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2671,34.0576,4.9203,4.3868,1956,91,9,0,94,6,0,0,0,0
2.5453,2.4757,2.549,2.4249,2.433,2.4031,2.85,2.9085,2.8802,2.8096,2.8162,2.8267,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5917,34.2243,5.8096,4.8112,1971,89,11,3,8,4,0,0,0,84
3.4901,3.4606,3.531,3.5224,3.5278,3.5441,3.6165,3.6171,3.6003,3.5916,3.5569,3.5248,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6138,34.2456,6.601,5.0761,1978,50,50,2,1,3,46,2,0,46
2.6532,2.5899,2.6637,2.6637,2.6911,2.7033,3.1676,3.209,3.1355,3.0881,3.0652,3.0667,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6105,34.2394,5.8789,4.9705,1982,97,3,0,5,0,0,0,0,95
2.3181,2.2648,2.3243,2.301,2.3284,2.2672,2.8142,2.8716,2.8235,2.7931,2.7642,2.738,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5865,34.2534,5.6873,4.8289,1977,95,4,0,13,4,0,1,1,81
2.6415,2.6096,2.6513,2.6435,2.6675,2.6839,2.9375,2.9731,2.937,2.896,2.8543,2.8401,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.596,34.2538,5.7494,4.9976,1978,70,31,1,4,12,7,4,1,71
2.711,2.6893,2.7427,2.7084,2.7143,2.7251,3.0043,3.033,2.9791,2.9335,2.9175,2.9009,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5919,34.2315,5.4553,4.8456,1982,80,20,0,15,10,23,5,3,44
0.7782,0.7782,0.7782,0.7782,0.7782,0.8451,2.9133,2.9763,2.8716,2.786,2.7597,2.7627,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5858,34.2233,5.6279,5.0116,1974,99,1,0,0,0,0,1,0,99
2.2227,2.1931,2.2504,2.2455,2.233,2.2765,2.9212,2.9222,2.9106,2.8779,2.8215,2.828,50.18,44.42,50.36,53.6,56.12,63.5,73.76,78.26,75.92,67.1,51.44,48.02,-118.4562,34.2918,5.8174,4.7927,1963,91,9,8,2,8,1,5,1,74
1.4624,1.3979,1.4472,1.4314,1.4472,1.4771,3.0022,3.0286,2.9465,2.941,2.8555,2.8573,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5419,34.2803,6.0526,5.1156,1973,97,3,0,0,1,0,0,0,99
1.8573,1.8195,1.8325,1.7993,1.8261,1.8633,2.8893,2.8785,2.8549,2.8506,2.8096,2.8122,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.452,34.258,5.8657,4.869,1958,98,2,3,0,0,0,5,0,92
2.0212,1.9912,2.0294,2.0086,2.0253,2.0492,2.9232,2.9212,2.8982,2.8704,2.8035,2.8261,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4628,34.2523,5.5054,4.8394,1965,98,2,0,2,0,0,0,2,96
2.2041,2.1818,2.2122,2.2553,2.3096,2.3598,2.9489,2.9647,2.9425,2.8882,2.8082,2.8338,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4631,34.2551,5.5054,4.8566,1957,87,13,4,0,9,0,0,0,87
2.3385,2.3304,2.3655,2.3874,2.3979,2.4249,2.8768,2.9031,2.8579,2.8344,2.7782,2.7803,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4697,34.2545,5.5545,4.7845,1972,89,24,7,31,7,0,2,0,53
