logPowerJan11,logPowerFeb11,logPowerMar11,logPowerApr11,logPowerMay11,logPowerJun11,logPowerJul11,logPowerAug11,logPowerSep11,logPowerOct11,logPowerNov11,logPowerDec11,TempJan11,TempFeb11,TempMar11,TempApr11,TempMay11,TempJun11,TempJul11,TempAug11,TempSep11,TempOct11,TempNov11,TempDec11,Longitude,Latitude,logSqMeters,logAvgIncome,AvgYearBuilt,ResidentialCustomers,CommercialCustomers,PercentMXR,PercentMFR,PercentCOM,PercentIND,PercentNA,PercentOTH,PercentSFR
2.8287,2.7767,2.8555,2.8357,2.8657,2.8681,3.0354,3.0667,3.0187,2.9845,2.9614,2.9552,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6006,34.2249,5.4998,4.6919,1967,79,12,0,11,9,17,3,0,60
1.4472,1.3979,1.4314,1.5315,1.4314,1.5315,2.5763,2.5809,2.5366,2.5682,2.601,2.6232,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2675,33.795,5.5058,4.835,1959,95,5,34,6,2,0,9,2,47
2.0899,2.1399,2.0934,2.1173,2.0607,2.1206,2.5821,2.6128,2.617,2.6571,2.6375,2.6454,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2713,33.7809,5.2166,4.6602,1953,90,10,31,43,10,0,8,0,8
2.1367,2.1553,2.1818,2.2148,2.1959,2.248,2.5159,2.5353,2.5159,2.5705,2.5705,2.5966,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2714,33.7782,5.1926,4.5298,1970,92,9,22,57,6,0,4,2,10
2.6031,2.8615,2.9284,2.9117,2.9315,3.091,3.2292,3.2003,3.1945,3.1045,3.0722,3.0607,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2852,33.7496,5.4198,4.6496,1954,92,8,28,40,8,4,8,0,12
2.3181,2.3054,2.3118,2.3263,2.3483,2.3927,2.7193,2.7243,2.7076,2.734,2.7324,2.7582,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2778,33.7769,5.3074,4.7301,1948,88,12,20,15,5,0,11,0,49
2.1139,2.1367,2.2227,2.2014,2.2122,2.2014,2.5855,2.5933,2.5587,2.5855,2.5922,2.5877,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2715,33.7843,5.4118,4.6382,1968,93,7,39,45,0,0,12,0,4
2.2601,2.243,2.2553,2.2742,2.281,2.281,2.6972,2.6972,2.6848,2.6998,2.7185,2.7364,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2722,33.7884,5.4152,4.8706,1969,90,11,38,27,13,0,5,0,16
2.8698,2.8382,2.8825,2.8837,2.902,2.8831,2.9489,2.9647,2.9489,2.9689,2.9605,2.9818,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2639,33.7707,5.7591,4.5928,1948,67,33,8,20,8,17,18,3,25
2.1139,2.1335,2.1106,2.1461,2.1038,2.1206,2.5502,2.5599,2.5551,2.5775,2.5694,2.6085,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2836,33.7448,5.1439,4.3654,1979,93,8,29,24,12,6,12,0,18
2.9576,2.8837,2.9243,2.917,2.9248,2.9474,2.8899,2.909,2.8943,2.8597,2.8779,2.9435,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3637,34.0781,5.3551,4.9597,1951,79,21,2,42,15,0,13,2,26
2.6749,2.6493,2.6812,2.6618,2.6767,2.711,2.891,2.9069,2.8848,2.8768,2.8312,2.8525,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2822,33.7478,5.1969,4.5072,1969,81,19,29,54,0,0,8,4,4
1.7853,1.4472,1.7404,1.4472,1.6721,1.415,2.5132,2.4997,2.5132,2.5172,2.5416,2.5763,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.3051,33.7362,5.2481,4.9044,1967,92,8,26,53,0,0,7,0,14
2.6875,2.6464,2.705,2.6911,2.7218,2.699,2.7993,2.8195,2.8407,2.8261,2.8261,2.8445,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2947,33.7377,5.3129,4.8727,1961,70,30,13,19,38,0,19,6,6
2.0969,2.0792,2.1072,2.1072,2.1106,2.1173,2.6021,2.5955,2.5798,2.6232,2.6021,2.6355,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.2834,33.7301,5.3184,4.6296,1946,90,10,21,33,5,3,21,0,18
2.2577,2.1875,2.248,2.2095,2.248,2.248,2.7993,2.8549,2.8222,2.7388,2.7135,2.7582,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.2973,34.2514,5.3616,4.8727,1957,80,20,15,8,21,0,6,2,48
0.6021,0.6021,0.6021,0.4771,0.699,0.6021,2.7882,2.7701,2.7589,2.8182,2.8035,2.8609,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.3167,33.7161,6.2725,5.0249,1990,98,2,50,0,0,0,0,0,50
2.7679,2.7226,2.7427,2.7924,2.721,2.7694,3.0175,3.0191,2.9823,3.0208,2.9926,3.0282,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.3149,33.7264,5.4901,5.0996,1956,89,11,11,0,0,0,5,0,84
0.7782,0.699,0.7782,0.699,0.8451,0.7782,2.6464,2.6503,2.6415,2.6675,2.6618,2.7193,58.1,54.86,59.54,63.14,64.04,66.38,72.5,72.14,70.88,67.1,59.54,54.14,-118.3072,33.7304,5.4403,4.9745,1939,99,1,37,4,0,0,15,0,44
2.2553,2.2014,2.2279,2.1761,2.1761,2.1644,2.9385,3.0026,2.9727,2.8927,2.8814,2.9217,56.66,52.7,58.46,63.14,63.68,67.1,74.48,76.1,73.4,67.82,57.74,53.24,-118.292,34.2442,6.7219,4.9111,1959,96,3,7,0,0,0,3,1,89
1.6021,1.5911,1.5682,1.5911,1.6435,1.6721,3.2545,3.2526,3.2383,3.194,3.1206,3.1303,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5557,34.1433,6.7837,5.3459,1970,98,2,0,0,0,0,0,0,99
2.7218,2.6532,2.7033,2.6599,2.6571,2.6484,2.8463,2.6656,2.8525,2.6911,2.6415,2.7093,57.38,51.98,57.74,61.88,61.34,65.12,61.52,68.54,66.92,64.94,59.9,54.32,-118.4215,34.0005,5.2667,4.8518,1967,0,100,14,62,2,0,0,0,22
3.3028,3.2916,3.3251,3.3126,3.333,3.3166,3.1735,3.1729,3.1772,3.2302,3.2953,3.3043,57.92,53.6,57.2,60.98,61.52,63.32,68,67.46,66.74,63.86,59.36,54.14,-118.463,34.0015,5.4268,5.0353,1955,0,98,9,0,12,0,26,0,53
3.1632,3.1092,3.1864,3.1688,3.1984,3.1729,2.6454,2.8597,2.9814,2.9934,2.9703,3.0615,57.92,53.6,57.2,60.98,61.52,63.32,68,67.46,66.74,63.86,59.36,54.14,-118.4576,34.0019,5.6376,4.9237,1954,0,93,27,43,4,0,2,0,24
2.5587,2.5378,2.5105,2.5263,2.4983,2.5224,2.5185,2.5575,2.5224,2.5551,2.5198,2.5611,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3028,34.0932,5.2636,4.6373,1955,88,12,15,71,3,3,9,0,0
2.6294,2.5453,2.6042,2.5682,2.6096,2.5809,2.6243,2.6304,2.6335,2.5988,2.6096,2.6085,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3117,34.0941,5.2808,4.6026,1956,84,16,9,70,12,0,4,1,4
2.6464,2.567,2.5944,2.5502,2.574,2.5599,2.6031,2.6191,2.5832,2.5752,2.6021,2.6435,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1666,34.094,5.5878,4.8009,1971,96,3,31,8,0,0,0,0,61
2.6551,2.5922,2.6284,2.5966,2.6212,2.6096,2.6609,2.6609,2.6464,2.6274,2.6253,2.6191,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3168,34.0932,5.0544,4.6709,1960,89,11,14,74,0,0,0,6,6
3.2375,3.1989,3.2304,3.2333,3.2455,3.235,3.1861,3.1685,3.1392,3.1427,3.1623,3.1821,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3219,34.1036,5.3794,4.4278,1967,68,20,6,39,19,0,23,6,6
3.286,3.2499,3.2923,3.2851,3.312,3.3139,3.2119,3.2281,3.2274,3.234,3.2629,3.2716,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3371,34.0985,5.184,4.6252,1939,58,44,10,28,38,3,15,3,5
2.6902,2.6263,2.6776,2.6484,2.6821,2.6839,2.6345,2.6435,2.6325,2.6425,2.6628,2.6693,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3354,34.0959,5.1379,4.6574,1966,89,10,19,64,9,0,0,0,9
2.5729,2.4983,2.5391,2.4969,2.5403,2.5119,2.5694,2.5763,2.5465,2.5092,2.5224,2.5315,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3145,34.0915,4.6521,4.7023,1967,87,13,8,81,4,0,4,0,4
2.7292,2.6646,2.7042,2.6767,2.683,2.7126,2.7435,2.7839,2.7931,2.7388,2.7177,2.7543,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3018,34.0997,5.006,4.4661,1944,80,20,15,46,13,0,7,0,20
2.7388,2.6767,2.7143,2.6893,2.7101,2.7168,2.711,2.7412,2.7332,2.7218,2.7292,2.7543,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.1903,34.0884,5.6561,4.6809,1949,87,12,29,16,3,0,16,2,34
2.6454,2.5877,2.6212,2.5999,2.6042,2.6365,2.6345,2.6542,2.6637,2.6365,2.6021,2.658,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.305,34.0999,5.154,4.555,1951,88,12,6,76,10,0,1,0,6
2.7024,2.6712,2.6785,2.6665,2.6395,2.659,2.6503,2.6875,2.6721,2.6964,2.6712,2.7042,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3152,34.1037,5.2011,4.6412,1957,89,11,10,70,3,0,4,0,14
2.6875,2.6464,2.6902,2.6294,2.6542,2.6902,2.7084,2.7007,2.7118,2.6656,2.6522,2.6964,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3459,34.0962,5.1975,4.8394,1967,92,9,9,67,7,0,5,0,12
2.6405,2.6085,2.6365,2.618,2.5843,2.6212,2.6107,2.659,2.6493,2.6618,2.6232,2.6561,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3105,34.1034,5.049,4.6521,1953,90,10,0,87,9,0,2,0,2
2.6294,2.5866,2.6345,2.5933,2.6031,2.6304,2.7118,2.6721,2.683,2.6294,2.5911,2.6274,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3529,34.0959,4.9085,4.6762,1965,91,11,2,79,5,0,2,0,12
2.9863,2.9238,2.9777,2.9557,2.9509,2.9948,2.9685,2.9727,2.975,2.9425,2.8998,2.9557,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3601,34.0982,5.5094,5.0032,1939,82,18,11,22,14,0,3,0,50
2.939,2.8762,2.9253,2.9112,2.944,2.9289,2.9063,2.9063,2.968,2.8494,2.8859,2.9085,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3638,34.0981,5.2245,4.706,1957,91,9,10,40,16,0,0,2,33
3.0162,2.9703,3.0095,2.9903,2.9872,3.0204,2.9939,3.006,3.0039,3.0124,2.9991,3.0179,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3312,34.1233,6.272,5.1666,1973,84,15,1,7,0,0,0,0,91
2.1761,2.1461,2.1818,2.2175,2.2041,2.2355,2.944,2.9777,2.9547,2.8814,2.8306,2.8494,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.3923,34.2801,5.7067,4.9907,1967,98,2,0,0,0,0,1,0,99
2.1523,2.1553,2.1644,2.1818,2.1732,2.2148,2.8739,2.8779,2.8543,2.8681,2.8463,2.8531,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.4341,34.2651,5.4242,4.7368,1952,95,6,25,2,2,0,0,0,71
2.5159,2.4683,2.5403,2.5315,2.5416,2.5763,2.7945,2.8215,2.7846,2.7316,2.7292,2.7566,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4241,34.259,5.5491,4.7128,1954,72,18,13,0,5,0,4,0,78
2.48,2.5237,2.5478,2.5315,2.5428,2.5682,2.9128,2.9643,2.9818,2.9863,2.9479,2.9614,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4329,34.2686,5.6186,4.8528,1953,92,9,15,0,6,0,13,0,66
2.2577,2.238,2.356,2.3784,2.4031,2.3909,2.8561,2.8987,2.8235,2.7642,2.8156,2.8808,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4244,34.2544,5.549,4.6802,1952,96,4,13,2,0,0,6,0,79
2.6335,2.5798,2.6304,2.6365,2.6571,2.683,2.9609,2.9939,2.9375,2.8915,2.9263,2.9633,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4289,34.2584,5.248,4.6251,1957,78,22,21,3,17,0,7,0,52
2.281,2.2455,2.2577,2.2742,2.2742,2.3284,2.8686,2.8987,2.8779,2.8306,2.7966,2.8506,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4122,34.2706,5.3877,4.6771,1956,91,10,24,4,8,0,0,0,64
3.1342,3.0983,3.1332,3.1685,3.1303,3.1433,3.2292,3.2438,3.2526,3.2418,3.2111,3.2373,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4288,34.2775,5.8112,4.7585,1955,81,18,0,0,0,20,2,2,77
2.6721,2.6628,2.7084,2.7582,2.7412,2.8136,3.0077,3.0233,3.0128,2.9961,2.975,2.9926,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4231,34.2815,5.4812,4.733,1951,84,16,11,3,0,0,3,0,84
2.2765,2.2577,2.2856,2.2945,2.2923,2.3674,2.9528,2.9263,2.9079,2.8555,2.8195,2.8476,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4175,34.2767,5.5902,4.8131,1955,87,14,15,5,5,0,7,0,67
2.5378,2.4757,2.5038,2.4698,2.4742,2.5105,2.4983,2.5038,2.4857,2.5011,2.4843,2.5403,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3546,34.078,5.1159,5.0195,1939,85,15,1,96,3,0,0,0,1
2.4624,2.4378,2.48,2.4728,2.4757,2.5145,2.9469,2.9782,2.9533,2.8976,2.8808,2.9063,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.415,34.2897,5.6171,4.7068,1958,86,15,0,0,6,10,6,0,78
2.549,2.5079,2.5502,2.5611,2.5441,2.5428,2.9469,2.9886,2.9763,2.871,2.8722,2.9031,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.4004,34.2789,5.3627,4.8457,1987,91,9,0,0,3,3,0,3,91
1.0414,0.9542,0.9542,0.8451,0.9031,0.9031,2.9149,2.9974,2.945,2.8129,2.8,2.8382,58.46,51.08,57.38,60.62,60.98,64.94,72.5,74.66,72.86,67.64,54.68,53.06,-118.3104,34.2539,5.4176,4.9062,1958,98,2,6,0,0,0,3,0,92
2.0864,2.1239,2.1644,2.1239,2.1553,2.1239,2.9939,3.0599,3.0124,2.9159,2.8943,2.9069,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6105,34.2143,5.8659,5.1182,1957,99,1,0,0,0,0,2,1,97
1.7324,1.8451,1.8808,1.8261,1.8808,1.8195,2.9405,3.0141,2.9595,2.847,2.8299,2.8645,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6175,34.2161,5.5038,4.8983,1956,99,1,0,0,0,0,2,0,98
2.9042,2.8162,2.9474,2.8651,2.934,2.918,3.2063,3.1976,3.1348,3.1332,3.066,3.0719,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5046,34.2108,5.5107,5.0079,1954,85,15,0,0,5,0,0,0,95
2.8176,2.7574,2.8561,2.837,2.8814,2.9025,3.1458,3.2103,3.187,3.0948,3.0592,3.0674,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.6159,34.2054,5.7011,4.8602,1957,88,12,0,0,4,0,3,3,91
3.4673,3.5144,3.481,3.5378,3.5066,3.5618,3.3312,3.4362,3.4331,3.449,3.4573,3.553,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5424,34.2151,5.8581,4.7719,1973,0,100,2,9,2,0,4,1,82
1.0792,0.8451,1.0414,0.9031,1.0414,1,2.9154,2.9872,2.8982,2.8021,2.7987,2.8209,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5912,34.2119,5.4928,4.8338,1955,99,2,3,0,0,0,0,0,98
3.1529,3.1287,3.1787,3.1755,3.2082,3.2125,3.2801,3.3206,3.2896,3.269,3.2567,3.2817,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5932,34.2137,5.8786,4.8312,1957,73,27,1,9,8,19,5,0,57
1.7853,1.6812,1.7853,1.7404,1.7853,1.8195,2.9917,2.993,2.8774,2.8848,2.8182,2.8363,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.514,34.2122,5.6886,4.8638,1954,95,5,0,2,2,0,3,2,92
2.0086,2,2.0792,1.9685,2.0492,2.0569,2.9365,2.9365,2.8893,2.9004,2.8261,2.8357,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5233,34.2178,5.4095,4.9703,1955,99,2,0,0,0,0,3,0,97
1.8195,1.7924,1.8573,1.8513,1.8692,1.9191,2.9586,3.0302,2.9355,2.8432,2.8274,2.842,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5836,34.2141,5.8089,4.8699,1957,98,2,1,0,0,0,3,1,95
2.8306,2.8202,2.8663,2.8727,2.8921,2.9031,3.1872,3.1951,3.1706,3.1271,3.055,3.0715,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5405,34.1878,5.7254,4.8095,1964,95,6,1,6,0,0,2,2,89
1.2304,1.2304,1.2304,1.2788,1.2304,1.301,2.993,3.0199,2.8745,2.882,2.8122,2.8248,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5224,34.1836,5.7067,5.0283,1960,98,2,1,0,0,0,5,0,94
2.549,2.4969,2.574,2.5453,2.5988,2.6053,3.006,3.0453,2.9415,2.9365,2.8555,2.8887,57.38,52.52,58.46,62.96,63.32,67.1,75.02,76.46,73.4,67.64,56.3,52.88,-118.5036,34.2051,5.4487,4.8764,1956,84,16,0,6,4,0,4,0,86
2.4713,2.444,2.4786,2.5024,2.49,2.5453,2.939,2.945,2.8932,2.8854,2.8035,2.8363,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5406,34.1819,5.5117,4.813,1973,79,27,13,15,9,6,11,2,45
2.3766,2.3617,2.4183,2.4533,2.4409,2.4914,3.0073,3.031,3.0175,2.9523,2.8976,2.9112,55.22,50.9,56.66,60.98,61.88,66.74,75.2,76.82,74.3,69.44,57.74,53.06,-118.5591,34.197,5.5039,4.7841,1958,97,3,0,0,1,0,1,0,97
2.8561,2.8116,2.837,2.8293,2.8176,2.8401,2.8055,2.8376,2.8228,2.8048,2.7973,2.8513,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.373,34.0744,5.3062,4.9639,1951,76,23,5,68,13,0,1,1,13
3.055,3.0149,3.0558,3.0481,3.0257,3.0588,3.0465,3.0245,3.0026,3.0043,2.9638,3.0233,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.363,34.0666,5.3241,5.03,1939,82,18,7,41,13,0,11,0,28
3.1367,3.0799,3.1307,3.1229,3.155,3.1562,3.1976,3.2217,3.185,3.1767,3.1553,3.1626,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3362,34.076,5.6941,5.4132,1939,99,1,0,0,0,0,0,0,100
2.8222,2.7536,2.8035,2.7664,2.7987,2.7959,2.8014,2.8082,2.7987,2.7952,2.8014,2.8122,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3417,34.0734,5.3576,5.0542,1939,85,15,4,76,4,0,4,0,13
2.7987,2.7243,2.791,2.7459,2.7738,2.7482,2.8075,2.8195,2.8109,2.7789,2.7818,2.7774,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3417,34.0785,5.2617,5.2425,1939,88,13,30,42,4,0,4,0,20
2.9759,2.937,2.9823,2.9652,2.9571,2.9952,2.9903,3.0162,3.0282,2.9741,2.9675,2.9791,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3507,34.0727,5.4665,5.0383,1939,79,21,12,31,24,0,7,0,26
3.1593,3.1146,3.159,3.1501,3.1658,3.1917,3.1471,3.1901,3.1744,3.1498,3.1248,3.1449,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3451,34.0744,5.4022,5.0137,1939,61,39,8,22,25,0,19,0,25
2.5955,2.5391,2.5682,2.5353,2.5378,2.5647,2.5705,2.6085,2.5843,2.5465,2.534,2.5832,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3576,34.078,5.0275,5.0272,1939,84,15,1,95,1,0,1,1,1
2.721,2.6702,2.7093,2.7118,2.734,2.716,2.8451,2.8325,2.8189,2.8463,2.8407,2.8982,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2926,34.0508,5.1926,4.4934,1967,77,23,15,55,17,0,8,2,3
2.4166,2.3692,2.4133,2.4624,2.4216,2.4698,2.6222,2.6665,2.6222,2.6551,2.6345,2.7067,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2968,34.0505,5.1918,4.6139,1963,81,20,19,48,10,0,10,3,10
2.692,2.6243,2.6532,2.5999,2.6117,2.5658,2.6107,2.6031,2.5575,2.5977,2.6425,2.6675,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2854,34.0536,4.9721,4.6232,1963,90,10,3,74,9,0,6,0,9
2.4829,2.4487,2.5038,2.5024,2.5051,2.5024,2.7059,2.7076,2.7251,2.7364,2.7135,2.7896,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2948,34.0509,5.1921,4.5738,1960,85,15,15,54,15,0,10,2,4
2.9996,2.9538,2.9965,2.9987,3.0183,3.0678,3.0386,3.0626,3.0523,3.0082,2.9786,3.0204,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3474,34.0738,5.4388,5.2642,1939,84,16,8,16,16,0,11,3,46
2.2148,2.1614,2.2253,2.2553,2.2577,2.248,2.5855,2.5855,2.5623,2.5888,2.5843,2.6232,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2994,34.0517,5.1947,4.486,1948,89,10,20,61,10,0,5,0,3
3.1775,3.1326,3.1544,3.1605,3.1962,3.2101,3.2287,3.2307,3.2047,3.2074,3.148,3.1544,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2646,34.1283,5.5487,4.9194,1943,87,13,18,46,11,3,0,0,21
2.8319,2.7672,2.8007,2.791,2.8069,2.7716,2.7987,2.7825,2.7634,2.7803,2.7767,2.8195,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2895,34.0488,5.1485,4.6036,1954,88,13,2,78,7,0,7,2,4
3.0817,3.0166,3.0519,3.039,3.0871,3.0318,3.1004,3.0599,3.0722,3.043,3.033,3.0484,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.2881,34.0517,5.0921,4.6723,1956,72,28,5,68,16,0,11,0,0
2.9562,2.9504,2.9576,2.9469,2.9832,2.9708,2.8882,2.8993,2.8887,2.9196,2.9096,2.932,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3105,34.0506,5.4035,4.7361,1980,79,21,7,21,24,0,7,0,41
2.7973,2.7664,2.7745,2.7846,2.7604,2.7694,2.7589,2.7657,2.7348,2.7903,2.7818,2.7987,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3306,34.0524,5.2923,4.8181,1939,89,10,16,52,5,0,2,0,25
3.2835,3.2343,3.2947,3.2688,3.281,3.2938,3.3096,3.3284,3.3226,3.3051,3.2767,3.2894,61.52,56.3,60.98,63.68,64.4,67.64,75.56,77.36,75.74,72.86,62.06,59.36,-118.3389,34.0699,5.3083,5.2675,1939,93,8,0,61,4,0,4,4,26
2.2227,2.1959,2.2175,2.2122,2.2095,2.2148,2.6998,2.6937,2.6721,2.7016,2.7193,2.7412,59.36,55.58,59.9,64.04,64.76,66.74,72.14,72.32,70.52,67.1,60.08,54.68,-118.3286,34.0516,5.5085,4.8347,1939,88,10,8,52,10,0,6,0,24
